name,address,rankingPosition,rating,description,numberOfReviews,priceLevel,priceRange,latitude,longitude
Postiche,"62 rue Jean Jacques Rousseau, 75001 Paris France",488,4.5,"Le Postiche propose une cuisine maison typée bistrot, tenue depuis 2013 par son chef Mike Ohayon et son équipe. Au déjeuner, la carte suit les arrivages et propose chaque jour en formule 3 entrées / 3 plats / 3 desserts Le soir, le diner est ""à la carte"". Ouvert midi et soir du mardi au vendredi + le samedi soir Belle salle à l'étage, poutres, pierre, espace et confort. Groupes/privatisation possible entre 9 et 30 personnes",241,$$ - $$$,$15 - $50,48.8640954,2.3438023
Qui Plume La Lune,"50 rue Amelot, 75011 Paris France",521,4.5,"Ouvert du mercredi au samedi,pour le dejeuner et le diner",523,$$$$,$45 - $130,48.8590678,2.3683962
Les Botanistes,"11 B rue Chomel, 75007 Paris France",520,4.5,,523,$$ - $$$,,48.8520282,2.3255031
Creperie Paris Breizh Daumesnil,"177 avenue Daumesnil, 75012 Paris France",525,4.5,,716,$$ - $$$,$15 - $22,48.8367859,2.4032357
Creperie Gigi,"4 rue de la Corderie, 75003 Paris France",499,4.5,"Nice restaurant in North Marais offering ""galettes et crêpes"" made with fresh and homemade products. Glutenfree friendly ! We close for holidays from 5 to 22 August 2018.",246,$$ - $$$,$15 - $30,48.8647607,2.3633251
Moom Mam,"19 rue de Mogador, 75009 Paris France",529,4.5,"Paris 9th, district of theaters and department stores, the Thai restaurant Moom Mam goes beyond traditional folklore to present Thai cuisine in a contemporary design setting. An invitation to the Thai art of living with an elegant atmosphere during the day, hushed and subdued in the evening. In the kitchen, the Thai team brings out the generosity and simplicity of the country. On the menu, a selection of cold or hot tapas to share, the classic Pad Thai, Tiger's Tear and traditional kebabs and at noon a concentrated “lunch formula” of Thai cuisine. Special feature of the house every Sunday: Brunch according to Moom Mam or the art of Thai tasting with family or friends.",636,$$ - $$$,$20 - $68,48.8747627,2.3313
Bistrot L'estrapade,"15 rue de l Estrapade, 75005 Paris France",510,4.5,"Nous sommes heureux de vous souhaiter la bienvenue au Bistrot L’Estrapade ! Vous y découvrirez une cuisine traditionnelle française aussi authentique que originale. Horaires : du mardi au samedi , de 10h à 21h30. N’hésitez pas à réserver sur notre site Internet.",550,$$ - $$$,$20 - $55,48.8447118,2.3467248
L'Antre Amis,"9 Rue Bouchut, 75015 Paris France",506,4.5,Savourez une cuisine gourmande et créative dans une ambiance chaleureuse et conviviale dans le 15ème arrondissement de Paris.,435,$$$$,$34 - $50,48.8467609,2.3101974
Au Petit Riche,"25 rue le Peletier 75009, 75009 Paris France",564,4,"Journey to the Paris of the Belle Epoque, in the golden age of the Grands Boulevards district, Au Petit Riche was created in 1854, as a nod to the great Café Riche of the Boulevard des Italiens. Rebuilt in 1880 after a fire that burned the entire street Le Peletier, Au Petit Riche began its second act under the impetus of a new owner, which gives it its refined decor and its soil: the Loire. Today, Au Petit Riche is the meeting place for businessmen and art collectors from Drouot.",1621,$$ - $$$,$26 - $50,48.8731448,2.3386114
Bien Eleve,"47 rue Richer, 75009 Paris France",507,4.5,"Bien Elevé est un restaurant de viande situé rue Richer, au coeur du 9ème arrondissement de Paris entre Cadet et Grands Boulevards. Nous proposons une cuisine bistronomique avec une carte courte et de saison, et mettons à l'honneur des viandes maturées de qualité, qui proviennent en direct d'éleveurs français soucieux d'une agriculture responsable. Venez vous régaler avec nos côte de boeuf Angus à partager, en grillades, cuites au four à charbon de bois, et profitez de la cuisine du chef Benoit Leconte. ""Manger moins de viande, mais mieux"", c'est le motto de notre bistrot.",482,$$ - $$$,$14 - $50,48.8740013,2.3432204
Le Petit Marche,"9 rue de Bearn, 75003 Paris France",495,4.5,"Une cuisine fraîche et délicate, un décor subtile, une terrasse au calme, bienvenue au Petit Marché !",1263,$$ - $$$,,48.8572887,2.3660498
Prive de dessert Aligre,"7 rue Theophile Roussel, 75012 Paris France",773,4.5,,162,$$ - $$$,$14 - $35,48.8500721,2.3763783
Bistro S,"7 rue Saint Nicolas, 75012 Paris France",489,4.5,"Cuisine française de qualité. Établissement situé entre le marché d’Aligre et la Bastille. Vins et alcools nature et en biodynamie. Menus changeants chaque jour. Intérieur épuré. Le bistro S a officiellement ouvert ses portes en septembre 2019. Monsieur Shimpei Oié officie en cuisine avec Monsieur Kenta Tomoda. On s’y régale d’interprétations du chef, élégantes et subtiles. La carte du midi avec ses menus entrée et plat à €25, dégustation en cinq temps à €43 changent tous les jours. Le soir, menu dégustation hebdomadaire en 5 temps à €51. Réservation conseillée.",163,$$$$,$20 - $75,48.850833,2.3742541
Racines Des Pres,"1 rue de Gribeauval, 75007 Paris France",512,4.5,,247,$$$$,,48.8561814,2.3269781
Caffe Stern,"47 Passage des Panoramas, 75002 Paris France",530,4.5,"“A historical French landmark with the flavors of Italy” Caffè Stern, located in the heart of Paris inside the Passage des Panoramas, is the brainchild of the Alajmo brothers and Gianni Frasi, a fourth-generation coffee roaster from Verona. Housed inside a landmark letterpress shop, Caffè Stern was brought back to life thanks to designer Philippe Starck. Open all day, visitors can stop by for an olive oil brioche in the morning and return later in the day for Venetian-style “cicchetti” like baccalà mantecato (whipped stockfish) with fried polenta squares. The lunch and dinner menu features Italian classics revisited by Max Alajmo like spaghetti alla Carbonara or a “cappuccino” made with potato puree and Bolognese meat ragu.",455,$$$$,,48.870868,2.3416128
Astrance,"32 rue de Longchamp, 75016 Paris France",514,4.5,,689,$$$$,$90 - $370,48.8650879,2.2899274
Sizin,"47 rue Saint Georges, 75009 Paris France",477,4.5,,357,$$ - $$$,,48.8778223,2.3372674
Pouliche,"11, rue d_Enghien, 75010 Paris France",483,4.5,"Pouliche • Amandine Chaignot Forte de ses expériences dans les plus belles cuisines de France et d’Outre-Manche, la cheffe se lance un nouveau défi en ouvrant son tout premier restaurant dans le très cosmopolite quartier du 10ème arrondissement de Paris. Une nouvelle adresse où les mots d’ordre sont : joie et convivialité. Une cuisine joyeuse qui fait du bien ! Inspirée par ses expériences, voyages et rencontres, Amandine Chaignot propose une carte courte, ludique et raisonnée qui se veut à l’écoute des saisons. Pouliche c'est une cuisine fraîche à base de produits de qualité, sourcés auprès d'artisans engagés, respectueux des sols et des hommes. Le local avant tout, évidemment ! #chaleurbonheurcuisineaubeurre",354,$$$$,$28 - $55,48.8717306,2.3523293
Les Embruns,"8 rue de Lyon, 75012 Paris France",469,4.5,,690,$$ - $$$,,48.8472157,2.3719814
La Capannina,"64 rue de la Montagne Ste Genevieve, 75005 Paris France",459,4.5,,370,$$ - $$$,,48.8469759,2.3477841
Sanukiya,"9 rue d Argenteuil, 75001 Paris France",490,4.5,,828,$$ - $$$,,48.8646927,2.3338041
Pizzawawa,"35 rue Saint Honore, 75001 Paris France",531,4.5,,553,$$ - $$$,$21 - $41,48.8607162,2.3456369
Le Saint-Joseph,"100 boulevard de la Republique, 92250 La Garenne-Colombes France",2,4.5,,424,$$ - $$$,$20 - $45,48.90751225,2.240985038
Le Hide,"10 rue du General Lanrezac, 75017 Paris France",527,4.5,,1398,$$ - $$$,,48.87623,2.2940483
Le Concert de Cuisine,"14 rue Nelaton, 75015 Paris France",503,4.5,,269,$$$$,,48.8531347,2.2877921
Le Physalis,"47 avenue Henri Ginoux, 92120 Montrouge France",4,4,,1114,$$ - $$$,$27 - $33,48.8181807,2.3227156
Au fil des saisons,"6 rue des Fontaines du Temple, 75003 Paris France",523,4.5,"3rd district, between the subway stations Temple and Arts et Métiers. Stones and exposed beams, cozy room: here is a good decor to travel to Au Fil des Saisons. The chef invites you to discover a menu elaborated according to the seasons with excellent products. For lunch and dinner, his traditional French cuisine combines original flavors composed from fresh products of the moment. As a lover of organic wines, the owner will advise you with accuracy. The small size of the restaurant, the subdued lighting and its location in a small alley make it the perfect meeting point for a romantic dinner.",405,$$ - $$$,$25 - $29,48.865592,2.3596454
Janna,"13 rue Denis Poisson, 75017 Paris France",515,4.5,,337,$$ - $$$,,48.8763666,2.2872787
Oi Sushi,"7 rue Mouffetard, 75005 Paris France",475,4.5,,421,$,$8 - $20,48.8447839,2.349267
Au Doux Raisin,"29 rue Descartes, 75005 Paris France",471,4.5,,514,$$ - $$$,,48.8458219,2.3491985
Chez Pippo,"31 avenue de la Bourdonnais, 75007 Paris France",433,4.5,"Italian restaurant, homemade gnocchis and pizzas, fresh products from Italy in a nice cozy atmosphere.",883,$$ - $$$,$10 - $32,48.8588768,2.298554
Rhapsody,"118 rue de Colombes, 92600 Asnieres-sur-Seine France",1,4.5,,220,$$ - $$$,$24 - $50,48.9121744,2.2856861
La Petite Auberge,"13 Rue Du Hameau, 75015 Paris France",492,4.5,,340,$$ - $$$,,48.8348279,2.2887566
Patrizia,"72 route de la Reine, 92100 Boulogne-Billancourt France",3,4.5,"Restaurant italien servant aussi un grand choix de viandes et poissons. Nous disposons d’un menu tout compris (Apéritif entrée plat fromage dessert boisson) Tous nos produits sont frais et tous les desserts sont fait maison. Plat du jour en formule le midi à 16,50 euros (entrée + plat) ou (plat + dessert) Formule entrée plat dessert à 20,50 euros. Le soir nous rajoutons à la carte les suggestions du chef. Une centaine de places assises + une salle pouvant être privatisée pour des groupes allant jusqu’à 50 personnes.",430,$$ - $$$,$10 ,48.8396981,2.2416505
La Gazette,"28 rue Duret, 75116 Paris France",545,4.5,"Decor tropical chic staged by Delphine Sauvaget & Pauline d’Hoop de Synghem to make a space romantic & refined. They dare here “mixed and matched” vintage furniture, between applied art deco, armchairs years 50, and banana leaves carpet of Madeleine Castaing. The well-orchestrated associations patterns, colors and influences, in an elegant and inventive perspective, Gazette are intimate and cozy. Imaginative French cuisine / fusion food. Fresh seasonal produce, homemade .The Must Try // The Market Menu every evening !",724,$$ - $$$,$22 - $75,48.8751083,2.286467
Phillipe Excoffier,"18 Rue de l'Exposition, 75007 Paris France",481,4.5,"I claim classic dishes, temperament and French technique, simmered kitchen, cleverly relieved of sauces, a kitchen that loves all products, market products and seasonal guiding the development of my card. I work cooking, treats each product with its specificities. The butter is played sparingly to keep only its nutty aromas, flavors are enriched broths and sauces, nothing is lost to the water fungi that enriches a sauce. Any excuse to magnify tastes. My lobster casserole is a bisque with cognac, slightly saffron, accompanied by vegetables from the market. My smoked bass with fennel arrives in a small casserole dish in which he has captured all the flavors of the vegetable and fresh thyme. The artichoke barigoule welcomes a truffle grated tatin artichoke and truffle juice is creamy and tasty dishes ... Buildings by associations of flavors and textures vie subtlety and simplicity. Side desserts, millefeuille with berries shows the perfection of the foliation and the greedy softness of a cream with vanilla and Grand Marnier souffle, such as caramel, sweet is my signature to which nobody can resist!",495,$$$$,$29 - $65,48.8575781,2.3029494
Caius,"6 rue d Armaille, 75017 Paris France",549,4.5,,525,$$$$,,48.8774453,2.2920648
L'Abreuvoir,"24 rue du Docteur Finlay, 75015 Paris France",396,4.5,"In a typically Parisian frame(executive), a young dynamic team serves our accustomed customers or the tourists come visit the Eiffel Tower on wooden tables varnished. A wide wine list is posted(shown) in wine shops in wall. The terrace is warmed and opened all year long noon(south) and evening. The cooking(kitchen) is realized on the spot by one cooked professionals from raw products and mainly French.",464,$$ - $$$,$17 - $19,48.8519307,2.2890535
Le Refuge des Moines,"85 rue des Moines, 75017 Paris France",556,4.5,,345,$$ - $$$,$21 - $28,48.8917444,2.3219133
Spiga,"4 rue Parrot, 75012 Paris France",524,4.5,"spiga offers you a wide choice of parts of pizza with cutting, traditional Italian cuisine as well as pasta dishes, Bolognese or vegetarian lasagna, soups and fresh Italian salad. We will be delighted to receive you every Saturday and Sunday for a delicious Brunch at will.",138,$,$6 - $22,48.8466754,2.3727824
Le Chalet du 8eme,"8 rue du Commandant Riviere, 75008 Paris France",461,4.5,,432,$$ - $$$,$12 - $20,48.8728051,2.3091182
Del Pozzo,"2 avenue de Paris, 94300 Vincennes France",4,4.5,,477,$$ - $$$,,48.8447386,2.4384214
Restaurant David Toutain,"29 rue Surcouf, 75007 Paris France",562,4.5,"David Toutain, in a modern, loft-style setting, offers a striking mapping of contemporary tastes. ""Nature is our main source of inspiration. We design our cuisine according to the rhythm of the seasons and we collaborate with small producers or craftsmen with an approach that respects the environment."" Menus 150-290 EUR (lunch), 240-290 EUR (dinner), possibility of receiving groups and privatization.",818,$$$$,$150 - $290,48.8602544,2.3096611
Paris Follie's,"74 avenue Kleber, 75116 Paris France",532,4.5,,438,$,,48.867424,2.2901573
Les Enfants Perdus,"9 rue des Recollets, 75010 Paris France",513,4.5,,918,$$ - $$$,,48.8743564,2.3619892
Matteo Pizza Paris 9 Grands Boulevards,"18 Rue Du Faubourg Montmartre, 75009 Paris France",670,4.5,,118,$,$15 - $35,48.8729636,2.3431812
Bistro du Terroir,"21 avenue de la Paix, 94260 Fresnes France",2,4.5,"Restaurant traditionnel français, cuisine du marché, produits frais et de saison. Plats faits maison .",386,$$ - $$$,$14 - $29,48.7591558,2.329066341
Bon Bouquet Cafe,"29 Rue De Trevise, 75009 Paris France",497,4.5,,193,$$ - $$$,$8 - $13,48.8745063,2.3452106
La Caspita,"8 rue du Chateau Landon, 75010 Paris France",542,4.5,"A modern and warm Italian restaurant in the heart of Paris, in wich you can have a taste of homemade dishes that respects traditional culinary traditions and prepared with fresh ingredients.",305,$$ - $$$,$11 - $23,48.8800419,2.3624482
Chez Leon,"32 rue Legendre, 75017 Paris France",533,4.5,"Chez Léon est un restaurant français qui propose une cuisine traditionnelle dans un cadre cosy. Vous pouvez y déguster entre autres des tapas, un bon cochon de lait, un carpaccio de poulpe, ou encore savourer notre délicieuse tarte au citron pour le dessert. Tout est bien évidemment fait maison ! Prenez place dans notre bistrot parisien localisé dans le 17ème arrondissement, dans le charmant quartier des Batignolles, pour passer un moment convivial autour de belles assiettes et d'une large sélection de vins !",471,$$ - $$$,$17 - $32,48.8841621,2.3143732
Le Saigon d'Antan,"rue Monsieur le Prince, 75006 Paris France",522,4.5,"The Saigon d'Antan is a traditional Vietnamese Restaurant, offering in house speciality like Bo Bun, Pho Soupe, Banh Cuon, Banh Xeo, grilled beef lemongrass skewers and other fish specialities. Menus are priced from 11.5€ to 15.5€ at lunch or diner. Fresh Mango and sticky rice and tapioca with coconut milk deserts are a home made. The Saigon d'Antan is open 7 days a week. Stop by and have a good meal at Saigon d'Antan !",245,$,$15 - $25,48.8488266,2.3404882
Magokoro,"33 rue Lamartine, 75009 Paris France",518,4.5,,346,$$ - $$$,,48.8765344,2.3406617
Nomicos (ex- Les Tablettes),"16 avenue Bugeaud, 75116 Paris France",546,4.5,,861,$$$$,,48.870237,2.2830772
Elmer,"30 rue Notre Dame de Nazareth, 75003 Paris France",526,4.5,"Modern French cuisine. Fish / Meat slowly cooked on our ""rotissoire"" or barbecue. Fresh and organic products. Wine list available..",360,$$$$,$35 - $65,48.8673574,2.3595204
Le Butcher,"36 rue de Berri, 75008 Paris France",504,4.5,,607,$$ - $$$,$9 - $17,48.873765,2.3067558
Le Cafe de Mars,"11 rue Augereau, 75007 Paris France",538,4.5,,478,$$ - $$$,$21 - $35,48.8574098,2.3020243
Oplato,"69 rue de Charonne, 75011 Paris France",574,4.5,,173,$$ - $$$,$10 - $50,48.8535753,2.3801893
Wrap 'N Roll Sushi,"10 rue de Budapest, Paris France",567,4.5,,473,$$ - $$$,,48.876405,2.3275922
Les Climats,"41 rue de Lille, 75007 Paris France",561,4.5,"LES CLIMATS : The paradise of Burgundy Wines... For anyone who loves Burgundy, the name already says it all, passionately. Carole Colin and Denis Jamet have opened Les Climats restaurant to share their passion for Burgundy wines... Situated in one of Paris's most prestigious districts, on the left bank, behind the Musee d'Orsay, the Maison des Dames des PTT building at 41 rue de Lille, is one of the very few Parisian example of the ""Arts and Crafts"" movement. The building was originally a 111-room boarding house for public telephone company switchboard operators. Meals were served in a dining room opened onto a winter garden. This charming location is now home to the Les Climats restaurant. The wine list is astonishing : 210 wine makers, 1,200 references, from €15 to €7,636, 3,350 bottles of red and 3,350 bottles of white in the day-cellars, 12,800 bottles in the main wine cellar and 15 wines that can be ordered by the glass (from €5 to €16) There are additions to the wine selection nearly every week",894,$$$$,$36 - $150,48.8588839,2.328326
Chez Germaine,"30 rue Pierre Leroux, 75007 Paris France",553,4.5,,286,$$ - $$$,$18 - $50,48.8483653,2.3194695
Eggs & Co,"11 rue Bernard Palissy, 75006 Paris France",575,4.5,,801,$$ - $$$,,48.8531102,2.3313703
Pierre Sang on Gambey,"6 rue Gambey, 75011 Paris France",569,4.5,"Two years after « Pierre Sang in Oberkampf », Chef Pierre Sang opened his second restaurant « Pierre Sang on Gambey » only a few steps away. With an intimate, chic and calm decor, high wooden tables and a warm atmosphere, customers will be struck by the friendliness and the love of sharing that characterizes Pierre Sang so well. The open kitchen welcomes everyone to witness the dishes simmering and sizzling in the kitchen. The wine is ready to meet your utmost expectations. From grand cru wines to more modest appellations and excellent natural and organic wines, the wine list is full of treasures for both casual wine novices to serious wine advocates. In 2021, the restaurant on Gambey takes a new direction by moving from 6 to 8 rue Gambey to offer a warmer setting to its customers.",703,$$$$,$25 - $49,48.8649782,2.3721302
Melt Oberkampf,"74 Rue de la Folie Mericourt, 75011 Paris France",601,4.5,,516,$$ - $$$,$15 - $35,48.865669,2.3706
Sorza,"51 Rue Saint Louis, 75004 Paris France",583,4.5,"Sorza is in the heart of Ile Saint Louis in Paris not far from Notre Dame. This Mediterranean restaurant is of extremely chic and of exquisite taste. Unlike many French restaurants, this restaurant never stops serving; lunch can stretch throughout the afternoon until it is time for that pre dinner drink. At the weekends brunch is also available. The restaurant plays music throughout the day changing the genre as the day moves on, jazz in the morning and afternoon and lounge music in the evening. The d��cor is contemporary and eye catching with black lacquered tables, red walls, candles in little crystal glasses and subtle lighting.",819,$$ - $$$,$20 - $50,48.8521493,2.3555582
La Cantina,"11 rue Claude Terrasse, 75016 Paris France",540,4.5,,390,$$ - $$$,,48.8393984,2.2631884
La Vache Acrobate,"rue Amelot, 75011 Paris France",547,4.5,"La Vache Acrobate vous propose un bon repas dans une ambiance bistrot sur déclinaisons de déco rouge velours et noir de jais. Des produits frais et une mise en goût simple mais soignée, la carte mise avant tout sur des valeurs sûres : terrine de campagne, mi-cuit de thon mariné, côte de bœuf ou cheeseburger au bleu d’auvergne caleront tous les appétits, petits et gros.",438,$$ - $$$,$29 - $37,48.8649229,2.3665145
Karamna,"77 rue Boissiere, 75116 Paris France",544,5,Restaurant Libanais proposant une cuisine raffinée avec des produits de qualités pour vous offrir un repas 100% FAIT MAISON.,94,$$ - $$$,$6 - $25,48.8689384,2.2863738
New Balal,"25 rue Taitbout, 75009 Paris France",558,4.5,,432,$$ - $$$,$20 - $25,48.8732651,2.3352668
Guibine,"44 rue Sainte Anne, 75002 Paris France",560,4.5,,535,$$ - $$$,$22 - $66,48.8673175,2.3360878
Kheak & Vero,"1 rue Alexandre Parodi, 75010 Paris France",565,4.5,,190,$$ - $$$,,48.8793097,2.3664544
The Hardware Societe Paris,"10 rue Lamarck, 75018 Paris France",548,4.5,,644,$$ - $$$,,48.8868808,2.3445853
La Table des Oliviers,"4 rue de l Eglise, 92200 Neuilly-sur-Seine France",2,4.5,,261,$$ - $$$,$40 - $55,48.8850368,2.2631297
Restaurant Clementine,"5 rue Saint Marc, 75002 Paris France",528,4.5,,334,$$ - $$$,$25 - $50,48.8702679,2.3416608
Le Sens Unique,"47 rue de Ponthieu, 75008 Paris France",559,4.5,"The One Direction : shared greed! Two steps from the Champs Elysees , Sophie and Bruno rely on the authenticity and passion of their profession: the shared gluttony . In the kitchen, Eric Lethimonnier offers inspired cuisine of Perigord and performs daily suggestions developed respecting seasonality. An amount of attention placed end to end and common sense to treat you .",614,$$ - $$$,$20 - $50,48.8715739,2.3065099
Les Artizans,"30 rue Montorgueil, 75001 Paris France",593,4.5,,491,$$ - $$$,$25 - $60,48.8637758,2.3465006
Villa Verdi,"42 B avenue de Suffren, 75015 Paris France",603,4.5,,725,$$ - $$$,$10 - $30,48.8528028,2.2983662
Tzeferakos,"24 rue Monge, 75005 Paris France",576,5,,131,$,,48.8469144,2.351236
RoofTop Molitor,"6 avenue de la Porte Molitor, 75016 Paris France",588,4,"Le Chef et sa brigade vous emmèneront cette année dans leur jardin d'été perché sur les toits. Ils y proposent une cuisine à la plancha généreuse et encore plus estival ... Une carte ensoleillée basée sur des produits frais de saison, bio et savoureux.",823,$$ - $$$,,48.8449303,2.253447
Le Ruisseau,"65 rue du Ruisseau, 75018 Paris France",608,4.5,,467,$$ - $$$,,48.8943303,2.3405079
Chez Tony,"34 rue Bois le Vent, 75016 Paris France",646,4.5,"Vous désirez manger français et êtes en quête d’un établissement au cadre chaleureux et familial où passer la soirée? Bienvenu chez nous! Notre bistro le « Chez Tony » vous accueille dans une petite rue tranquille et calme. Nous vous proposons une cuisine traditionnelle et simple, sans chichis. Nos plats sont savoureux et faits maison, à déguster, bien sûr, avec un bon verre de vin!",205,$$ - $$$,$30 - $60,48.8576725,2.2744488
La Taverne de Montmartre,"25 rue Gabrielle, 75018 Paris France",584,4,,1215,$$ - $$$,,48.8857906,2.3404239
Siseng,"82 quai de Jemmapes, 75010 Paris France",508,4.5,,597,$$ - $$$,,48.8722287,2.365131
Vice Versa,"71 rue des Voies du Bois, 92700 Colombes France",2,4.5,"Find us in Colombes to spend a morning or an evening with us in a space and a purely Italian atmosphere. Enjoy our delicious pizzas, pasta and our delicious recipes for our excellent meat or fish cooked to order.",470,$$ - $$$,,48.9208379,2.2509111
Auberge Bressane,"16 avenue de la Motte Picquet, 75007 Paris France",597,4.5,"A restaurant of traditional French cuisine, Auberge Bressane offers specialties from the region of Lyon and a wide array of Burgundies on its wine list. In an authentic decor dating back to the 19th century, you can come taste our famous coq au vin (rooster in a wine sauce), hare à la Royale or quenelles de brochet (pike dumplings). For dessert, you will have to make a choice between our baked Alaska, soufflés with salty butter caramel and other tempting sweet treats. Our seasonal menus change regularly, such as game during the hunting season!",664,$$$$,$20 - $40,48.8565354,2.3085431
Ty Galettes,"218 rue de Vaugirard, 75015 Paris France",571,5,,132,$,$10 - $15,48.8409407,2.3057592
BAAGAA Trocadero,"54 rue de Longchamp, 75116 Paris France",552,4.5,,468,$$ - $$$,$12 - $20,48.865075,2.2874043
L'Atelier du Marche,"4 rue Saussier Leroy, 75017 Paris France",596,4.5,"The French cuisine we like! Nothing fancy, a selection of fresh products, a warm and cosy 'bistrot' ambiance, where regular guests love to come and have a drink (or two!!). Here we only serve what we like, and the wine list is wide!",431,$$ - $$$,$24 - $49,48.8792626,2.2967642
Les Antiquaires,"13 rue du Bac, 75007 Paris France",594,4.5,,2004,$$ - $$$,$11 - $25,48.8586229,2.3287266
Le Hangar,"12 impasse Berthaud, 75003 Paris France",585,4.5,,487,$$ - $$$,,48.861319,2.3540863
L'Ebauchoir,"43 rue de Citeaux, 75012 Paris France",554,4.5,,826,$$ - $$$,$13 - $45,48.8499198,2.3811606
Tavola Di Gio,"210 boulevard Raspail, 75014 Paris France",586,4.5,,491,$$ - $$$,,48.8411016,2.3296379
Chez Maxence,"52 rue Legendre, 75017 Paris France",534,4.5,,242,$,,48.8850368,2.3158648
Bistrot Chic,"54 Av. Felix Faure, 75015 Paris France",580,4.5,,491,$$ - $$$,,48.8407522,2.2867744
Ristorante Pizzeria Doni,"45 avenue Paul Doumer, 93330 Neuilly-sur-Marne France",3,4.5,,171,$$ - $$$,,48.85814,2.523747
L'Escargot 1903,"18 rue Charles Lorilleux, 92800 Puteaux, La Defense France",3,4.5,"
",594,$$$$,$30 - $80,48.8854696,2.2344812
Le Triskell,"17 avenue Albert 1er, 95600 Eaubonne France",1,4.5,"Venez decouvrir nos specialites , dans un cadre traditionnel et une ambiance chaleureuse .L'Equipe du TRISKELL est heureuse de vous accueillir du Mardi au Samedi de 12h a 14h00 et de 19h a 22h ( 23h pour le vendredi et le samedi) Information importante : UNIQUEMENT pour les vendredis et samedis soirs,le restaurant vous propose deux services 1er service a partir de 19:00 ( tables reprises a 21h15 pour le second service)2nd service : 21h15",577,$$ - $$$,$10 - $30,48.9918882,2.2801667
Cafe de la Butte,"71 rue Caulaincourt, 75018 Paris France",647,4.5,,252,$$ - $$$,,48.8896288,2.3365918
L'Artisan Libanais,"91 rue de Belleville, 75019 Paris France",643,4.5,"The authenticity combined with modernity .. Canteen ""Lebanese workshop"" in the middle of a corner shop! You can buy spices, teas colored powder intoxicating scents reminiscent of our childhood, afandelo (Clementine liquors), real Aleppo soap, Lebanese beer in limited edition, handmade wicker baskets. In the kitchen, only fresh! everything is home to the Pastry.",370,$$ - $$$,$5 - $20,48.873772,2.3847053
U Mulinu,"28 Boulevard de l'Hopital, 75005 Paris France",626,4.5,,425,$$ - $$$,$9 - $22,48.8410835,2.3623133
La Promenade,"32 avenue Daumesnil, 75012 Paris France",632,4.5,,297,$$ - $$$,$12 - $30,48.8469647,2.3756704
Chez Vincent,"56 rue Saint Georges, 75009 Paris France",619,4.5,,283,$$ - $$$,,48.8778551,2.3374846
Les Darons,"104 rue Caulaincourt, 75018 Paris France",617,4.5,We are Natural Wine Bar with a selection beyond 450 wines mostly from France. The Menu Changes everyday,132,$,,48.889572,2.339734
Chez Paolo,"21 rue Pierre Fontaine, 75009 Paris France",665,4.5,,599,$$ - $$$,,48.8817458,2.3339541
Pratolina,"11 Boulevard De Bonne Nouvelle, 75002 Paris France",634,4.5,,432,$$ - $$$,$12 - $21,48.8699166,2.3506625
Le Petit Nuage,"51 rue Basfroi, 75011 Paris France",570,5,,65,$$ - $$$,,48.8565038,2.3780071
Via Del Gusto,"334 rue de Vaugirard, 75015 Paris France",629,4.5,"Laissez-vous guider à travers un voyage gastronomique inoubliable qui vous fera découvrir les meilleures saveurs de la cuisine italienne. Notre Brasserie italienne située à Paris dans le 15e arrondissement, proche de Porte de Versailles. Nous sommes prêts pour vous accueillir tous les jours afin de déguster des plats typiques avec des produits finement sélectionnés dans un cadre agréable et une ambiance chaleureuse.",618,$$ - $$$,$10 - $26,48.836764,2.2951878
Will,"75 rue Crozatier, 75012 Paris France",618,4.5,,336,$$$$,,48.8496627,2.3792512
Mondol Kiri,"159 avenue de Choisy, 75013 Paris France",638,4.5,,506,$$ - $$$,$46 ,48.8281037,2.3582047
ISANA,"7 rue Bourdaloue, 75009 Paris France",587,4.5,"ISANA is a restaurant that proposes a trip to the flavour of South America so when you come to ISANA, you will eat some ceviches from Peru, some carnitas from Mexico or some empanadas from Argentina. The food is fresh and healthy, the place is colourful and lively. On Sunday, we propose a great brunch that makes you travel around South America. Come to celebrate New Year with us! We have a great menu with South American taste! You can have a look on our events and menus on our website. Nos vemos pronto;)",152,$$ - $$$,$12 - $25,48.8765862,2.3385935
Bianca,"2 rue du 4 Septembre, 75002 Paris France",496,4.5,,224,$$ - $$$,,48.8690652,2.3397736
Cedars,"101 avenue Jean Jaures, 75019 Paris France",537,4.5,"Cedars is the largest Lebanese restaurant in the 19th arrondissement of Paris. It owes its success to the quality of its service and dishes, carefully prepared with fresh and seasonal products. Everything is homemade and in the recognition of Lebanon: the recipes come from traditional Lebanese cuisine. Cedars offers mezzés with traditional hummus, falafels, cheese rikakat and tabbouleh, as well some delicious wood-fired grills, Chawarma Chicken, and many other specialties. Even the desserts are a unique experience to taste: you have the choice between a Baklawa and a Lebanese mouhallabie flan flavored with orange blossom.",261,$,$9 - $14,48.8855975,2.3803653
L'Acanthe,"22 rue Saint Martin, 75004 Paris France",621,4.5,Restaurant traditionnel avec des touches de cuisine fusion . Carte éphémère de produits frais qui change tous les 7 à 10 jours.,302,$$ - $$$,,48.8586217,2.3501222
